relation_id	parent_accession	child_accession	relation_type	source_database	query_id	verification_status	evidence_ids	notes
REL-P0009-00159	GSE129997	GSM3729107	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00160	GSM3729107	SAMN11457854	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00161	SAMN11457854	SRX5706480	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00162	SRX5706480	SRR8925401	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00163	GSE129997	GSM3729108	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00164	GSM3729108	SAMN11457853	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00165	SAMN11457853	SRX5706481	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00166	SRX5706481	SRR8925402	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00167	GSE129997	GSM3729109	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00168	GSM3729109	SAMN11457852	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00169	SAMN11457852	SRX5706482	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00170	SRX5706482	SRR8925403	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00171	GSE129997	GSM3729110	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00172	GSM3729110	SAMN11457851	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00173	SAMN11457851	SRX5706483	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00174	SRX5706483	SRR8925404	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00175	GSE129997	GSM3729111	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00176	GSM3729111	SAMN11457850	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00177	SAMN11457850	SRX5706484	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00178	SRX5706484	SRR8925405	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00179	GSE129997	GSM3729112	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00180	GSM3729112	SAMN11457849	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00181	SAMN11457849	SRX5706485	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00182	SRX5706485	SRR8925406	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00183	GSE129997	GSM3729113	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00184	GSM3729113	SAMN11457848	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00185	SAMN11457848	SRX5706486	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00186	SRX5706486	SRR8925407	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00187	GSE129997	GSM3729114	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00188	GSM3729114	SAMN11457847	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00189	SAMN11457847	SRX5706487	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00190	SRX5706487	SRR8925408	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00191	GSE129997	GSM3729115	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00192	GSM3729115	SAMN11457846	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00193	SAMN11457846	SRX5706488	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00194	SRX5706488	SRR8925409	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00195	GSE129997	GSM3729116	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00196	GSM3729116	SAMN11457845	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00197	SAMN11457845	SRX5706489	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00198	SRX5706489	SRR8925410	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00199	GSE129997	GSM3729117	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00200	GSM3729117	SAMN11457844	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00201	SAMN11457844	SRX5706490	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00202	SRX5706490	SRR8925411	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00203	GSE129997	GSM3729118	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00204	GSM3729118	SAMN11457843	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00205	SAMN11457843	SRX5706491	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00206	SRX5706491	SRR8925412	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00207	GSE129997	GSM3729119	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00208	GSM3729119	SAMN11457842	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00209	SAMN11457842	SRX5706492	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00210	SRX5706492	SRR8925413	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00211	GSE129997	GSM3729120	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00212	GSM3729120	SAMN11457841	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00213	SAMN11457841	SRX5706493	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00214	SRX5706493	SRR8925414	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00215	GSE129997	GSM3729121	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00216	GSM3729121	SAMN11457840	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00217	SAMN11457840	SRX5706494	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00218	SRX5706494	SRR8925415	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00219	GSE129997	GSM3729122	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00220	GSM3729122	SAMN11457839	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00221	SAMN11457839	SRX5706495	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00222	SRX5706495	SRR8925416	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00223	GSE129997	GSM3729123	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00224	GSM3729123	SAMN11457838	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00225	SAMN11457838	SRX5706496	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00226	SRX5706496	SRR8925417	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00227	GSE129997	GSM3729124	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00228	GSM3729124	SAMN11457837	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00229	SAMN11457837	SRX5706497	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00230	SRX5706497	SRR8925418	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00231	GSE129997	GSM3729125	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00232	GSM3729125	SAMN11457836	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00233	SAMN11457836	SRX5706498	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00234	SRX5706498	SRR8925419	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00235	GSE129997	GSM3729126	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00236	GSM3729126	SAMN11457835	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00237	SAMN11457835	SRX5706499	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00238	SRX5706499	SRR8925420	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00239	GSE129997	GSM3729127	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00240	GSM3729127	SAMN11457834	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00241	SAMN11457834	SRX5706500	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00242	SRX5706500	SRR8925421	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00243	GSE129997	GSM3729128	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00244	GSM3729128	SAMN11457833	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00245	SAMN11457833	SRX5706501	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00246	SRX5706501	SRR8925422	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00247	GSE129997	GSM3729129	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00248	GSM3729129	SAMN11457832	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00249	SAMN11457832	SRX5706502	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00250	SRX5706502	SRR8925423	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00251	GSE129997	GSM4038942	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00252	GSM4038942	SAMN12601385	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00253	SAMN12601385	SRX6741010	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00254	SRX6741010	SRR10002091	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00255	SRX6741010	SRR10002092	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00256	GSE129997	GSM4038943	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00257	GSM4038943	SAMN12601383	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00258	SAMN12601383	SRX6741011	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00259	SRX6741011	SRR10002093	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00260	SRX6741011	SRR10002094	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00261	GSE129997	GSM4038944	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00262	GSM4038944	SAMN12601381	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00263	SAMN12601381	SRX6741012	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00264	SRX6741012	SRR10002095	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00265	SRX6741012	SRR10002096	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00266	GSE129997	GSM4038945	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00267	GSM4038945	SAMN12601380	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00268	SAMN12601380	SRX6741013	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00269	SRX6741013	SRR10002097	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00270	SRX6741013	SRR10002098	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00271	GSE129997	GSM4038946	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00272	GSM4038946	SAMN12601379	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00273	SAMN12601379	SRX6741014	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00274	SRX6741014	SRR10002099	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00275	SRX6741014	SRR10002100	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00276	GSE129997	GSM4038947	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00277	GSM4038947	SAMN12601378	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00278	SAMN12601378	SRX6741015	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00279	SRX6741015	SRR10002101	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00280	SRX6741015	SRR10002102	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00281	GSE129997	GSM4038948	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00282	GSM4038948	SAMN12601377	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00283	SAMN12601377	SRX6741016	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00284	SRX6741016	SRR10002103	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00285	SRX6741016	SRR10002104	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00286	GSE129997	GSM4038949	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00287	GSM4038949	SAMN12601376	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00288	SAMN12601376	SRX6741017	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00289	SRX6741017	SRR10002105	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00290	SRX6741017	SRR10002106	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00291	GSE129997	GSM4038950	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00292	GSM4038950	SAMN12601375	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00293	SAMN12601375	SRX6741018	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00294	SRX6741018	SRR10002107	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00295	GSE129997	GSM4038951	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00296	GSM4038951	SAMN12601374	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00297	SAMN12601374	SRX6741019	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00298	SRX6741019	SRR10002108	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00299	GSE129997	GSM4038952	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00300	GSM4038952	SAMN12601373	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00301	SAMN12601373	SRX6741020	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00302	SRX6741020	SRR10002109	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00303	GSE129997	GSM4038953	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00304	GSM4038953	SAMN12601372	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00305	SAMN12601372	SRX6741021	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00306	SRX6741021	SRR10002110	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00307	GSE129997	GSM4038954	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00308	GSM4038954	SAMN12601371	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00309	SAMN12601371	SRX6741022	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00310	SRX6741022	SRR10002111	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00311	GSE129997	GSM4038955	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00312	GSM4038955	SAMN12601370	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00313	SAMN12601370	SRX6741023	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00314	SRX6741023	SRR10002112	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00315	GSE129997	GSM4038956	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00316	GSM4038956	SAMN12601369	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00317	SAMN12601369	SRX6741024	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00318	SRX6741024	SRR10002113	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00319	GSE129997	GSM4038957	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
REL-P0009-00320	GSM4038957	SAMN12601392	mirrors	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	GEO sample to BioSample relation.
REL-P0009-00321	SAMN12601392	SRX6741025	sample_has_experiment	NCBI	Q0012|Q0013	verified	E-P0009-003|E-P0009-004	BioSample to SRX relation from official snapshots.
REL-P0009-00322	SRX6741025	SRR10002114	experiment_has_run	NCBI|ENA	Q0013|Q0014	verified	E-P0009-004|E-P0009-005	Run linkage confirmed by matching NCBI RunInfo and ENA experiment/sample fields.
REL-P0009-00323	GSE129997	GSM4038958	series_has_sample	NCBI	Q0012	verified	E-P0009-003	GEO family MINiML sample membership.
