sample_timepoint_id	experiment_id	species_scientific	species_common	taxonomy_id	cell_line_or_tissue	sample_name_original	sample_name_standardized	genotype_or_construct	synchronization_method	synchronization_reagent	synchronization_dose	synchronization_duration	arrest_point	time_zero_definition	sampling_time	sampling_time_unit	cell_cycle_phase	phase_evidence_type	phase_evidence_rule	pooled_status	evidence_ids	notes	condition_id	replicate_id	batch_id	gsm_accession	archive_sample_id
ST-P0011-054	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	54_Wapl-C6_96h_RNA_rep2	GSM3992950	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-054	R-P0011-054	B-P0011-054	GSM3992950	AS-P0011-054
ST-P0011-055	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	55_PT_0h_RNA_rep1	GSM3992951	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-055	R-P0011-055	B-P0011-055	GSM3992951	AS-P0011-055
ST-P0011-056	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	56_PT_0h_RNA_rep2	GSM3992952	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-056	R-P0011-056	B-P0011-056	GSM3992952	AS-P0011-056
ST-P0011-057	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	57_PT_96h_RNA_rep1	GSM3992953	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-057	R-P0011-057	B-P0011-057	GSM3992953	AS-P0011-057
ST-P0011-058	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	58_PT_96h_RNA_rep2	GSM3992954	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-058	R-P0011-058	B-P0011-058	GSM3992954	AS-P0011-058
ST-P0011-059	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	59_Rad21-AID_0h_RNA_rep1	GSM3992955	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-059	R-P0011-059	B-P0011-059	GSM3992955	AS-P0011-059
ST-P0011-060	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	60_Rad21-AID_0h_RNA_rep2	GSM3992956	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-060	R-P0011-060	B-P0011-060	GSM3992956	AS-P0011-060
ST-P0011-061	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	61_Rad21-AID_6h_RNA_rep1	GSM3992957	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-061	R-P0011-061	B-P0011-061	GSM3992957	AS-P0011-061
ST-P0011-062	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	62_Rad21-AID_6h_RNA_rep2	GSM3992958	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-062	R-P0011-062	B-P0011-062	GSM3992958	AS-P0011-062
ST-P0011-063	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	63_Rad21-AID_24h_RNA_rep1	GSM3992959	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-063	R-P0011-063	B-P0011-063	GSM3992959	AS-P0011-063
ST-P0011-064	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	64_Rad21-AID_24h_RNA_rep2	GSM3992960	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-064	R-P0011-064	B-P0011-064	GSM3992960	AS-P0011-064
ST-P0011-065	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	65_Wapl-C6_0h_HiC	GSM3992961	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-065	R-P0011-065	B-P0011-065	GSM3992961	AS-P0011-065
ST-P0011-066	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	66_Wapl-C6_24h_HiC	GSM3992962	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-066	R-P0011-066	B-P0011-066	GSM3992962	AS-P0011-066
ST-P0011-067	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	67_Wapl-C6_0h_4C_Klf4_rep1	GSM3992963	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-067	R-P0011-067	B-P0011-067	GSM3992963	AS-P0011-067
ST-P0011-068	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	68_Wapl-C6_0h_4C_Klf4_rep2	GSM3992964	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-068	R-P0011-068	B-P0011-068	GSM3992964	AS-P0011-068
ST-P0011-069	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	69_Wapl-C6_24h_4C_Klf4_rep1	GSM3992965	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-069	R-P0011-069	B-P0011-069	GSM3992965	AS-P0011-069
ST-P0011-070	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	70_Wapl-C6_24h_4C_Klf4_rep2	GSM3992966	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-070	R-P0011-070	B-P0011-070	GSM3992966	AS-P0011-070
ST-P0011-071	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	71_Wapl-C6_0h_4C_Klf9_rep1	GSM3992967	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-071	R-P0011-071	B-P0011-071	GSM3992967	AS-P0011-071
ST-P0011-072	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	72_Wapl-C6_0h_4C_Klf9_rep2	GSM3992968	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-072	R-P0011-072	B-P0011-072	GSM3992968	AS-P0011-072
ST-P0011-073	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	73_Wapl-C6_24h_4C_Klf9_rep1	GSM3992969	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-073	R-P0011-073	B-P0011-073	GSM3992969	AS-P0011-073
ST-P0011-074	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	74_Wapl-C6_24h_4C_Klf9_rep2	GSM3992970	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-074	R-P0011-074	B-P0011-074	GSM3992970	AS-P0011-074
ST-P0011-075	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	75_Wapl-C6_0h_4C_Sik1_rep1	GSM3992971	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-075	R-P0011-075	B-P0011-075	GSM3992971	AS-P0011-075
ST-P0011-076	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	76_Wapl-C6_0h_4C_Sik1_rep2	GSM3992972	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-076	R-P0011-076	B-P0011-076	GSM3992972	AS-P0011-076
ST-P0011-077	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	77_Wapl-C6_24h_4C_Sik1_rep1	GSM3992973	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-077	R-P0011-077	B-P0011-077	GSM3992973	AS-P0011-077
ST-P0011-078	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	78_Wapl-C6_24h_4C_Sik1_rep2	GSM3992974	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-078	R-P0011-078	B-P0011-078	GSM3992974	AS-P0011-078
ST-P0011-079	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	79_Wapl-C6_0h_4C_Elf3_rep1	GSM3992975	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-079	R-P0011-079	B-P0011-079	GSM3992975	AS-P0011-079
ST-P0011-080	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	80_Wapl-C6_0h_4C_Elf3_rep2	GSM3992976	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-080	R-P0011-080	B-P0011-080	GSM3992976	AS-P0011-080
ST-P0011-081	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	81_Wapl-C6_24h_4C_Elf3_rep1	GSM3992977	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-081	R-P0011-081	B-P0011-081	GSM3992977	AS-P0011-081
ST-P0011-082	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	82_Wapl-C6_24h_4C_Elf3_rep2	GSM3992978	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-082	R-P0011-082	B-P0011-082	GSM3992978	AS-P0011-082
ST-P0011-083	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	83_Rad21-AID_0h_4C_Sik1_rep1	GSM3992979	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-083	R-P0011-083	B-P0011-083	GSM3992979	AS-P0011-083
ST-P0011-084	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	84_Rad21-AID_0h_4C_Sik1_rep2	GSM3992980	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-084	R-P0011-084	B-P0011-084	GSM3992980	AS-P0011-084
ST-P0011-085	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	85_Rad21-AID_24h_4C_Sik1_rep1	GSM3992981	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-085	R-P0011-085	B-P0011-085	GSM3992981	AS-P0011-085
ST-P0011-086	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	86_Rad21-AID_24h_4C_Sik1_rep2	GSM3992982	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-086	R-P0011-086	B-P0011-086	GSM3992982	AS-P0011-086
ST-P0011-087	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	87_Rad21-AID_0h_4C_Elf3_rep1	GSM3992983	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-087	R-P0011-087	B-P0011-087	GSM3992983	AS-P0011-087
ST-P0011-088	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	88_Rad21-AID_0h_4C_Elf3_rep2	GSM3992984	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-088	R-P0011-088	B-P0011-088	GSM3992984	AS-P0011-088
ST-P0011-089	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	89_Rad21-AID_24h_4C_Elf3_rep1	GSM3992985	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-089	R-P0011-089	B-P0011-089	GSM3992985	AS-P0011-089
ST-P0011-090	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	90_Rad21-AID_24h_4C_Elf3_rep2	GSM3992986	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-090	R-P0011-090	B-P0011-090	GSM3992986	AS-P0011-090
ST-P0011-091	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	91_Sox2FKBP-0h_antiRad21	GSM4775352	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-091	R-P0011-091	B-P0011-091	GSM4775352	AS-P0011-091
ST-P0011-092	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	92_Sox2FKBP-24h_antiRad21	GSM4775353	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-092	R-P0011-092	B-P0011-092	GSM4775353	AS-P0011-092
ST-P0011-093	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	93_Wapl-C20_0h_RNA_rep1	GSM4775354	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-093	R-P0011-093	B-P0011-093	GSM4775354	AS-P0011-093
ST-P0011-094	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	94_Wapl-C20_0h_RNA_rep2	GSM4775355	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-094	R-P0011-094	B-P0011-094	GSM4775355	AS-P0011-094
ST-P0011-095	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	95_Wapl-C20_6h_RNA_rep1	GSM4775356	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-095	R-P0011-095	B-P0011-095	GSM4775356	AS-P0011-095
ST-P0011-096	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	96_Wapl-C20_6h_RNA_rep2	GSM4775357	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-096	R-P0011-096	B-P0011-096	GSM4775357	AS-P0011-096
ST-P0011-097	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	97_Wapl-C20_24h_RNA_rep1	GSM4775358	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-097	R-P0011-097	B-P0011-097	GSM4775358	AS-P0011-097
ST-P0011-098	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	98_Wapl-C20_24h_RNA_rep2	GSM4775359	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-098	R-P0011-098	B-P0011-098	GSM4775359	AS-P0011-098
ST-P0011-099	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	99_Wapl-C20_48h_RNA_rep1	GSM4775360	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-099	R-P0011-099	B-P0011-099	GSM4775360	AS-P0011-099
ST-P0011-100	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	100_Wapl-C20_48h_RNA_rep2	GSM4775361	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-100	R-P0011-100	B-P0011-100	GSM4775361	AS-P0011-100
ST-P0011-101	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	101_Wapl-C20_96h_RNA_rep1	GSM4775362	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-101	R-P0011-101	B-P0011-101	GSM4775362	AS-P0011-101
ST-P0011-102	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	102_Wapl-C20_96h_RNA_rep2	GSM4775363	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-102	R-P0011-102	B-P0011-102	GSM4775363	AS-P0011-102
ST-P0011-103	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	103_Wapl-C6_NPC_0h_RNA_rep1	GSM4775364	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-103	R-P0011-103	B-P0011-103	GSM4775364	AS-P0011-103
ST-P0011-104	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	104_Wapl-C6_NPC_0h_RNA_rep2	GSM4775365	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-104	R-P0011-104	B-P0011-104	GSM4775365	AS-P0011-104
ST-P0011-105	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	107_Wapl-C6_0h_TTseq_rep1	GSM4775366	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-105	R-P0011-105	B-P0011-105	GSM4775366	AS-P0011-105
ST-P0011-106	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	108_Wapl-C6_0h_TTseq_rep2	GSM4775367	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-106	R-P0011-106	B-P0011-106	GSM4775367	AS-P0011-106
ST-P0011-107	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	109_Wapl-C6_6h_TTseq_rep1	GSM4775368	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-107	R-P0011-107	B-P0011-107	GSM4775368	AS-P0011-107
ST-P0011-108	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	110_Wapl-C6_6h_TTseq_rep2	GSM4775369	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-108	R-P0011-108	B-P0011-108	GSM4775369	AS-P0011-108
ST-P0011-109	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	111_Wapl-C6_24h_TTseq_rep1	GSM4775370	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-109	R-P0011-109	B-P0011-109	GSM4775370	AS-P0011-109
ST-P0011-110	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	112_Wapl-C6_24h_TTseq_rep2	GSM4775371	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-110	R-P0011-110	B-P0011-110	GSM4775371	AS-P0011-110
ST-P0011-111	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	113_SOX2-FKBP_0h_ATAC	GSM4775372	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-111	R-P0011-111	B-P0011-111	GSM4775372	AS-P0011-111
ST-P0011-112	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	114_SOX2-FKBP_24h_ATAC	GSM4775373	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-112	R-P0011-112	B-P0011-112	GSM4775373	AS-P0011-112
ST-P0011-113	EX-P0011-001	Mus musculus	mouse	10090	V6.5	115_OCT4-FKBP_0h_ATAC	GSM4775374	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-113	R-P0011-113	B-P0011-113	GSM4775374	AS-P0011-113
ST-P0011-114	EX-P0011-001	Mus musculus	mouse	10090	V6.5	116_OCT4-FKBP_24h_ATAC	GSM4775375	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-114	R-P0011-114	B-P0011-114	GSM4775375	AS-P0011-114
ST-P0011-115	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	117_NANOG-FKBP_0h_ATAC	GSM4775376	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-115	R-P0011-115	B-P0011-115	GSM4775376	AS-P0011-115
ST-P0011-116	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	118_NANOG-FKBP_24h_ATAC	GSM4775377	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-116	R-P0011-116	B-P0011-116	GSM4775377	AS-P0011-116
ST-P0011-117	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	119_Wapl-C6_0h_4Cwashoff_Sik1promoter_rep1	GSM4775378	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-117	R-P0011-117	B-P0011-117	GSM4775378	AS-P0011-117
ST-P0011-118	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	120_Wapl-C6_0h_4Cwashoff_Sik1promoter_rep2	GSM4775379	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-118	R-P0011-118	B-P0011-118	GSM4775379	AS-P0011-118
ST-P0011-119	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	121_Wapl-C6_24h_4Cwashoff_Sik1promoter_rep1	GSM4775380	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-119	R-P0011-119	B-P0011-119	GSM4775380	AS-P0011-119
ST-P0011-120	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	122_Wapl-C6_24h_4Cwashoff_Sik1promoter_rep2	GSM4775381	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-120	R-P0011-120	B-P0011-120	GSM4775381	AS-P0011-120
ST-P0011-121	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	123_Wapl-C6_24on24off_4Cwashoff_Sik1promoter_rep1	GSM4775382	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-121	R-P0011-121	B-P0011-121	GSM4775382	AS-P0011-121
ST-P0011-122	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	124_Wapl-C6_24on24off_4Cwashoff_Sik1promoter_rep2	GSM4775383	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-122	R-P0011-122	B-P0011-122	GSM4775383	AS-P0011-122
ST-P0011-123	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	125_Wapl-C6_0h_4Cwashoff_Klf4SE_rep1	GSM4775384	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-123	R-P0011-123	B-P0011-123	GSM4775384	AS-P0011-123
ST-P0011-124	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	126_Wapl-C6_0h_4Cwashoff_Klf4SE_rep2	GSM4775385	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-124	R-P0011-124	B-P0011-124	GSM4775385	AS-P0011-124
ST-P0011-125	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	127_Wapl-C6_24h_4Cwashoff_Klf4SE_rep1	GSM4775386	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-125	R-P0011-125	B-P0011-125	GSM4775386	AS-P0011-125
ST-P0011-126	EX-P0011-001	Mus musculus	mouse	10090	E14TG2a	128_Wapl-C6_24h_4Cwashoff_Klf4SE_rep2	GSM4775387	NR	NR	NR	NR	NR	NR	NR	NR	NA	NR	unknown	NR	NR	E-P0011-002	Round7 light pass; synchronization/timing not inferred without explicit source metadata.	C-P0011-126	R-P0011-126	B-P0011-126	GSM4775387	AS-P0011-126
