archive_sample_id	experiment_id	sample_timepoint_id	condition_id	replicate_id	batch_id	gsm_accession	biosample_accession	sra_sample_accession	srx_accession	sample_title_original	sample_alias_original	species_scientific	taxonomy_id	cell_line_or_tissue	platform_accession	genotype_original	phase_original	type_original	own_data_status	biological_sample_origin_status	library_origin_status	sequencing_generation_status	analysis_usage_status	origin_evidence_ids	disposition_status	run_count	evidence_ids	notes
AS-P0012-034	EX-P0012-001	ST-P0012-034	C-P0012-034	R-P0012-034	B-P0012-034	GSM5133387	SAMN18140106	SRS8380806	SRX10239392	60min_with_auxin_rep2	GSM5133387	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	early G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	5	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-035	EX-P0012-001	ST-P0012-035	C-P0012-035	R-P0012-035	B-P0012-035	GSM5133388	SAMN18140105	SRS8380807	SRX10239393	120min_no_auxin_rep1	GSM5133388	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	3	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-036	EX-P0012-001	ST-P0012-036	C-P0012-036	R-P0012-036	B-P0012-036	GSM5133389	SAMN18140104	SRS8380808	SRX10239394	120min_no_auxin_rep2	GSM5133389	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	5	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-037	EX-P0012-001	ST-P0012-037	C-P0012-037	R-P0012-037	B-P0012-037	GSM5133390	SAMN18140103	SRS8380809	SRX10239395	120min_no_auxin_rep3	GSM5133390	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-038	EX-P0012-001	ST-P0012-038	C-P0012-038	R-P0012-038	B-P0012-038	GSM5133391	SAMN18140102	SRS8380810	SRX10239396	120min_with_auxin_rep1	GSM5133391	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	3	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-039	EX-P0012-001	ST-P0012-039	C-P0012-039	R-P0012-039	B-P0012-039	GSM5133392	SAMN18140101	SRS8380811	SRX10239397	120min_with_auxin_rep2	GSM5133392	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	4	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-040	EX-P0012-001	ST-P0012-040	C-P0012-040	R-P0012-040	B-P0012-040	GSM5133393	SAMN18140100	SRS8380812	SRX10239398	120min_with_auxin_rep3	GSM5133393	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	1	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-041	EX-P0012-001	ST-P0012-041	C-P0012-041	R-P0012-041	B-P0012-041	GSM5133394	SAMN18140099	SRS8380813	SRX10239399	120min_no_auxin_with_triptolide rep1	GSM5133394	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	3	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-042	EX-P0012-001	ST-P0012-042	C-P0012-042	R-P0012-042	B-P0012-042	GSM5133395	SAMN18140098	SRS8380814	SRX10239400	120min_no_auxin_with_triptolide rep2	GSM5133395	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	3	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-043	EX-P0012-001	ST-P0012-043	C-P0012-043	R-P0012-043	B-P0012-043	GSM5133396	SAMN18140097	SRS8380815	SRX10239401	120min_with_auxin_with_triptolide rep1	GSM5133396	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	3	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0012-044	EX-P0012-001	ST-P0012-044	C-P0012-044	R-P0012-044	B-P0012-044	GSM5133397	SAMN18140096	SRS8380816	SRX10239402	120min_with_auxin_with_triptolide rep2	GSM5133397	Mus musculus	10090	G1E-ER4 cells	GPL19057	G1E-ER4 CTCF-AID-mCherry	mid G1	GSE168176	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0012-001|E-P0012-003|E-P0012-004	mapped	3	E-P0012-003|E-P0012-004	GEO sample matched to ENA runs by sample_alias/GSM.
AS-P0001-001	EX-P0001-001	ST-P0001-001	C-P0001-001	R-P0001-001	B-P0001-001	NO_GEO_ERR351511	SAMEA2220308	ERS358581	ERX324294	E-MTAB-1948:CCHiC-HFF1-NS-R1-fastq	E-MTAB-1948:CCHiC-HFF1-NS-R1-fastq	Homo sapiens	9606	HFF1	NA	NR	UNRESOLVED	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-002	EX-P0001-001	ST-P0001-002	C-P0001-002	R-P0001-002	B-P0001-002	NO_GEO_ERR351512	SAMEA2220309	ERS358582	ERX324295	E-MTAB-1948:CCHiC-HFF1-M-R1-fastq	E-MTAB-1948:CCHiC-HFF1-M-R1-fastq	Homo sapiens	9606	HFF1	NA	NR	prometaphase/M	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-003	EX-P0001-001	ST-P0001-003	C-P0001-003	R-P0001-003	B-P0001-003	NO_GEO_ERR351513	SAMEA2220311	ERS358584	ERX324297	E-MTAB-1948:CCHiC-K562-M-R2-fastq	E-MTAB-1948:CCHiC-K562-M-R2-fastq	Homo sapiens	9606	NR	NA	NR	prometaphase/M	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-004	EX-P0001-001	ST-P0001-004	C-P0001-004	R-P0001-004	B-P0001-004	NO_GEO_ERR351514	SAMEA2220310	ERS358583	ERX324296	E-MTAB-1948:CCHiC-K562-M-R1-fastq	E-MTAB-1948:CCHiC-K562-M-R1-fastq	Homo sapiens	9606	NR	NA	NR	prometaphase/M	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-005	EX-P0001-001	ST-P0001-005	C-P0001-005	R-P0001-005	B-P0001-005	NO_GEO_ERR792487	SAMEA3309444	ERS685906	ERX836641	E-MTAB-1948_2:CCHiC-HeLaS3CCL2p2-M-0.25FA	E-MTAB-1948_2:CCHiC-HeLaS3CCL2p2-M-0.25FA	Homo sapiens	9606	HeLa S3	NA	NR	prometaphase/M	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-006	EX-P0001-001	ST-P0001-006	C-P0001-006	R-P0001-006	B-P0001-006	NO_GEO_ERR792488	SAMEA3309438	ERS685900	ERX836635	E-MTAB-1948_2:CCHiC-HeLaS3CCL2p2-G1-1FA	E-MTAB-1948_2:CCHiC-HeLaS3CCL2p2-G1-1FA	Homo sapiens	9606	HeLa S3	NA	NR	G1	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-007	EX-P0001-001	ST-P0001-007	C-P0001-007	R-P0001-007	B-P0001-007	NO_GEO_ERR792489	SAMEA3309443	ERS685905	ERX836640	E-MTAB-1948_2:CCHiC-HeLaS3-M-R2	E-MTAB-1948_2:CCHiC-HeLaS3-M-R2	Homo sapiens	9606	HeLa S3	NA	NR	prometaphase/M	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-008	EX-P0001-001	ST-P0001-008	C-P0001-008	R-P0001-008	B-P0001-008	NO_GEO_ERR792490	SAMEA3309439	ERS685901	ERX836636	E-MTAB-1948_2:CCHiC-HeLaS3-M-R1	E-MTAB-1948_2:CCHiC-HeLaS3-M-R1	Homo sapiens	9606	HeLa S3	NA	NR	prometaphase/M	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-009	EX-P0001-001	ST-P0001-009	C-P0001-009	R-P0001-009	B-P0001-009	NO_GEO_ERR792491	SAMEA3309441	ERS685903	ERX836638	E-MTAB-1948_2:CCHiC-HeLaS3CCL2p2-M-98percent	E-MTAB-1948_2:CCHiC-HeLaS3CCL2p2-M-98percent	Homo sapiens	9606	HeLa S3	NA	NR	prometaphase/M	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-010	EX-P0001-001	ST-P0001-010	C-P0001-010	R-P0001-010	B-P0001-010	NO_GEO_ERR792492	SAMEA3309442	ERS685904	ERX836639	E-MTAB-1948_2:CCHiC-HeLaS3CCL2p2-G1-0.25FA	E-MTAB-1948_2:CCHiC-HeLaS3CCL2p2-G1-0.25FA	Homo sapiens	9606	HeLa S3	NA	NR	G1	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-011	EX-P0001-001	ST-P0001-011	C-P0001-011	R-P0001-011	B-P0001-011	NO_GEO_ERR792493	SAMEA3309440	ERS685902	ERX836637	E-MTAB-1948_2:CCHiC-HeLaS3-G1mid-R2	E-MTAB-1948_2:CCHiC-HeLaS3-G1mid-R2	Homo sapiens	9606	HeLa S3	NA	NR	mid G1	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-012	EX-P0001-001	ST-P0001-012	C-P0001-012	R-P0001-012	B-P0001-012	NO_GEO_ERR792494	SAMEA3309445	ERS685907	ERX836642	E-MTAB-1948_2:CCHiC-HeLaS3-G1mid-R1	E-MTAB-1948_2:CCHiC-HeLaS3-G1mid-R1	Homo sapiens	9606	HeLa S3	NA	NR	mid G1	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
AS-P0001-013	EX-P0001-001	ST-P0001-013	C-P0001-013	R-P0001-013	B-P0001-013	NO_GEO_ERR792495	SAMEA3309446	ERS685908	ERX836643	E-MTAB-1948_2:CCHiC-HeLaS3CCL2p2-M-1FA	E-MTAB-1948_2:CCHiC-HeLaS3CCL2p2-M-1FA	Homo sapiens	9606	HeLa S3	NA	NR	prometaphase/M	ArrayExpress sample	yes	study_generated	study_generated	study_generated	primary_analysis	E-P0001-001|E-P0001-003	mapped	1	E-P0001-003	One ENA run alias treated as one archive sample for this light pass; NO_GEO label is not an accession.
