run_accession	study_accession	secondary_study_accession	experiment_accession	sample_accession	secondary_sample_accession	run_alias	experiment_alias	sample_alias	scientific_name	library_strategy	library_layout	instrument_platform	instrument_model	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp	submitted_md5	submitted_bytes
SRR5168139	PRJNA360958	SRP096571	SRX2485042	SAMN06217802	SRS1915322	GSM2453281_r6	GSM2453281	GSM2453281	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168139/SRR5168139.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168139/SRR5168139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168139/SRR5168139_2.fastq.gz	9d4fc76f7c7299558de2034c6f49d4de;66bcae8090b6409a3a7eaaf5fb807609;0a8deb5ae2c391196307a66d86fc759e	45158979;518586219;521511914			
SRR5168140	PRJNA360958	SRP096571	SRX2485042	SAMN06217802	SRS1915322	GSM2453281_r7	GSM2453281	GSM2453281	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168140/SRR5168140.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168140/SRR5168140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168140/SRR5168140_2.fastq.gz	3d097abf3eb4e6b4c866e4e2f40e063d;9dfa7bfb515fa5f1c7a3ce26056f99ab;ea85bede422f24d7f320208a3dd3614e	60844338;510949153;517262183			
SRR5168142	PRJNA360958	SRP096571	SRX2485043	SAMN06217801	SRS1915323	GSM2453282_r1	GSM2453282	GSM2453282	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168142/SRR5168142.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168142/SRR5168142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168142/SRR5168142_2.fastq.gz	0a30d77156f3fd56f3cc258b83febdc7;6edc6b586e6b2beeb5f95bc15f934fe0;26fdcbf6736bd6de4764c4b5f0539e8d	63500278;773880949;790680094			
SRR5168143	PRJNA360958	SRP096571	SRX2485043	SAMN06217801	SRS1915323	GSM2453282_r2	GSM2453282	GSM2453282	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168143/SRR5168143.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168143/SRR5168143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168143/SRR5168143_2.fastq.gz	d00090beb0398b50a3d7724277a66832;2cb90818a5d912fcbc54ab5bd66350e5;4a3e031566c2c2d5c92fcf5c5a70e54d	60194146;725566064;741930189			
SRR5168147	PRJNA360958	SRP096571	SRX2485043	SAMN06217801	SRS1915323	GSM2453282_r6	GSM2453282	GSM2453282	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168147/SRR5168147.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168147/SRR5168147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168147/SRR5168147_2.fastq.gz	eed60db2d0ef72926ba164aa57b8fc1d;d2d4394828237294785184bf09cb5598;73771754b4691bc153980d2bf962fdd1	60577508;729174251;744290687			
SRR5168149	PRJNA360958	SRP096571	SRX2485043	SAMN06217801	SRS1915323	GSM2453282_r8	GSM2453282	GSM2453282	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168149/SRR5168149.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168149/SRR5168149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168149/SRR5168149_2.fastq.gz	89fa88c8e6a9dd5f253ce18dd86b8318;410d337a6277725e965fd0c1f9c48559;a104ead64f9c7c0b4c0dfa33e3e2ec71	59593525;734016191;746699326			
SRR5168150	PRJNA360958	SRP096571	SRX2485044	SAMN06217800	SRS1915324	GSM2453283_r1	GSM2453283	GSM2453283	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168150/SRR5168150.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168150/SRR5168150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168150/SRR5168150_2.fastq.gz	60faa30b73d7ee37cd5a66faad1c9d72;1543d7031d167769cd0172480567f571;d4edfafaff6ffc8cd22158e224a3dcc4	40735181;738152900;747611615			
SRR5168157	PRJNA360958	SRP096571	SRX2485044	SAMN06217800	SRS1915324	GSM2453283_r8	GSM2453283	GSM2453283	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168157/SRR5168157.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168157/SRR5168157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168157/SRR5168157_2.fastq.gz	dc5932e0bc76acbe4db8b30381217e3c;89dc6f37809240ebe9b0b71d9853ee69;489f930820c53e9355a74b8aa01eddb9	38174939;699269540;705513459			
SRR5168160	PRJNA360958	SRP096571	SRX2485045	SAMN06219555	SRS1916826	GSM2453284_r3	GSM2453284	GSM2453284	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168160/SRR5168160.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168160/SRR5168160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168160/SRR5168160_2.fastq.gz	417d48548959dbaf468c89fedbef8ec3;36f3bd151ee57d09c04ba97f842046cc;3b1b8ff015babdbed1e5008e524fa3ae	52531546;707892209;723514524			
SRR5168162	PRJNA360958	SRP096571	SRX2485045	SAMN06219555	SRS1916826	GSM2453284_r5	GSM2453284	GSM2453284	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168162/SRR5168162.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168162/SRR5168162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168162/SRR5168162_2.fastq.gz	62a9ec3621bd0b2d2688316829547b6a;887726c89446964e9e317ea308adcc77;0311544858a7bc2497ba6775e113b4cc	54187312;724147480;740902523			
SRR5168163	PRJNA360958	SRP096571	SRX2485045	SAMN06219555	SRS1916826	GSM2453284_r6	GSM2453284	GSM2453284	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168163/SRR5168163.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168163/SRR5168163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168163/SRR5168163_2.fastq.gz	c87ca33bebe61d25c3f66e1c4b56c7aa;87f3b62d652768a3e590df217d19cba4;2fb3ee3dfd79a887760098161d197588	52572745;707360403;722480455			
SRR5168167	PRJNA360958	SRP096571	SRX2485047	SAMN06217798	SRS1915326	GSM2453286_r1	GSM2453286	GSM2453286	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168167/SRR5168167.fastq.gz	b5b0533c6277db595d3a76a9539c9f7b	1117433387			
SRR5168168	PRJNA360958	SRP096571	SRX2485048	SAMN06217797	SRS1915327	GSM2453287_r1	GSM2453287	GSM2453287	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168168/SRR5168168.fastq.gz	66145c9a11a03417d94efe4c89e7db69	1161669576			
SRR5168170	PRJNA360958	SRP096571	SRX2485050	SAMN06217795	SRS1915329	GSM2453289_r1	GSM2453289	GSM2453289	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168170/SRR5168170.fastq.gz	33d425518cbc71fa26ccca8aa8feac17	985379288			
SRR5168174	PRJNA360958	SRP096571	SRX2485053	SAMN06217792	SRS1915332	GSM2453292_r1	GSM2453292	GSM2453292	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168174/SRR5168174.fastq.gz	0659fe0406d90f387137f137b6c634c4	1533273262			
SRR5168177	PRJNA360958	SRP096571	SRX2485054	SAMN06217791	SRS1915333	GSM2453293_r2	GSM2453293	GSM2453293	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168177/SRR5168177.fastq.gz	3e68dc61747d27a3a1ad247b3539c6d8	1362636472			
SRR5168179	PRJNA360958	SRP096571	SRX2485055	SAMN06217805	SRS1915334	GSM2453294_r2	GSM2453294	GSM2453294	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/009/SRR5168179/SRR5168179.fastq.gz	7be8eca3b84d987b9baf3956dcea207b	1546302854			
SRR5168180	PRJNA360958	SRP096571	SRX2485056	SAMN06217812	SRS1915335	GSM2453295_r1	GSM2453295	GSM2453295	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168180/SRR5168180.fastq.gz	1b03e1885f585c0dd4ea039a75016683	875738462			
SRR5168185	PRJNA360958	SRP096571	SRX2485058	SAMN06217810	SRS1915337	GSM2453297_r2	GSM2453297	GSM2453297	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168185/SRR5168185.fastq.gz	8e4b5ce5fb3ebf29cfb0df9db44f60a5	396630255			
SRR5168187	PRJNA360958	SRP096571	SRX2485059	SAMN06217809	SRS1915338	GSM2453298_r2	GSM2453298	GSM2453298	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168187/SRR5168187.fastq.gz	ff47495e91193860ff735d3391afca70	885835136			
SRR5168188	PRJNA360958	SRP096571	SRX2485060	SAMN06217808	SRS1915339	GSM2453299_r1	GSM2453299	GSM2453299	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168188/SRR5168188.fastq.gz	4ab97cc809e1eb9c534042e95fa8833b	652674459			
SRR5168190	PRJNA360958	SRP096571	SRX2485061	SAMN06217807	SRS1915340	GSM2453300_r1	GSM2453300	GSM2453300	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168190/SRR5168190.fastq.gz	634f0f4d0322f184ce028ed2b08f5ab5	1348069926			
SRR5168192	PRJNA360958	SRP096571	SRX2485062	SAMN06217806	SRS1915341	GSM2453301_r1	GSM2453301	GSM2453301	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/002/SRR5168192/SRR5168192.fastq.gz	5a150d9e0c653f3ab6cc2447c05570c6	1566676184			
SRR5168193	PRJNA360958	SRP096571	SRX2485062	SAMN06217806	SRS1915341	GSM2453301_r2	GSM2453301	GSM2453301	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168193/SRR5168193.fastq.gz	640a45d0a673f2f4ac23de16931dd1af	1567867602			
SRR5168118	PRJNA360958	SRP096571	SRX2485040	SAMN06217804	SRS1915320	GSM2453279_r1	GSM2453279	GSM2453279	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168118/SRR5168118.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168118/SRR5168118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168118/SRR5168118_2.fastq.gz	d8500a939158e866d58b3172456a72f9;daffffc30a30296b33abf5313007f13c;766d21438a3e54da454e636599c992b8	43077275;788667671;803255341			
SRR5168121	PRJNA360958	SRP096571	SRX2485040	SAMN06217804	SRS1915320	GSM2453279_r4	GSM2453279	GSM2453279	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168121/SRR5168121.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168121/SRR5168121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/001/SRR5168121/SRR5168121_2.fastq.gz	607cc226b749bb41fb31d22dd5a0d94e;028fbd306cc3dab675135e74ef4471b8;a0c48ef2b8182389c31346f8a7e691bf	42243746;752753583;766048980			
SRR5168127	PRJNA360958	SRP096571	SRX2485041	SAMN06217803	SRS1915321	GSM2453280_r2	GSM2453280	GSM2453280	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168127/SRR5168127.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168127/SRR5168127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/007/SRR5168127/SRR5168127_2.fastq.gz	e2868ae6e7fdda3c7a91d26233f8c4cc;8c5812d6726e63fcffb7769c16f332a7;b024e10dd69c2333594a5fa691f1a371	36737590;612940097;618795056			
SRR5168130	PRJNA360958	SRP096571	SRX2485041	SAMN06217803	SRS1915321	GSM2453280_r5	GSM2453280	GSM2453280	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168130/SRR5168130.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168130/SRR5168130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/000/SRR5168130/SRR5168130_2.fastq.gz	044b9bc3d0ccebb5f3abf36a04539734;d974969bc70711b380f0596a3d39214d;08864d4a8232e3032252ed9e429cb456	38788325;625440784;635209184			
SRR5168133	PRJNA360958	SRP096571	SRX2485041	SAMN06217803	SRS1915321	GSM2453280_r8	GSM2453280	GSM2453280	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168133/SRR5168133.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168133/SRR5168133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/003/SRR5168133/SRR5168133_2.fastq.gz	29d34349cc16e6ae52b157f3592c598a;50ca938da98e5ac949bf0fb3726fd78c;1901232cef6c6eae3c8ffbf97b6b8b79	35909312;623873139;626013628			
SRR5168134	PRJNA360958	SRP096571	SRX2485042	SAMN06217802	SRS1915322	GSM2453281_r1	GSM2453281	GSM2453281	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168134/SRR5168134.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168134/SRR5168134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168134/SRR5168134_2.fastq.gz	096e7c77dacc27b30189a66a23b812f2;effd2d1f39aa80f2092796bb5afffde7;6edd0cb4be563e49436cbb46939924da	21746226;273486598;272568775			
SRR5168135	PRJNA360958	SRP096571	SRX2485042	SAMN06217802	SRS1915322	GSM2453281_r2	GSM2453281	GSM2453281	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168135/SRR5168135.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168135/SRR5168135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168135/SRR5168135_2.fastq.gz	cfd26847fa58cab5f6f862f7e1defbbc;4076c5a7cbfc72fe1885e7828b0a1259;7c8c2c09c860cebb59ccedae44e49396	44608773;515510381;518984317			
SRR5168136	PRJNA360958	SRP096571	SRX2485042	SAMN06217802	SRS1915322	GSM2453281_r3	GSM2453281	GSM2453281	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168136/SRR5168136.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168136/SRR5168136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168136/SRR5168136_2.fastq.gz	594a7d79e7bda878939033ac00972651;c567873b92ad3e65addabb72de1829d9;ab5a69417305fa15c8b86f64d1553983	44414009;519040438;522496989			
SRR5168138	PRJNA360958	SRP096571	SRX2485042	SAMN06217802	SRS1915322	GSM2453281_r5	GSM2453281	GSM2453281	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168138/SRR5168138.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168138/SRR5168138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/008/SRR5168138/SRR5168138_2.fastq.gz	aa4f79a2c71fea94e0db33de15debec5;ab593a32de495c468cb393582df70628;b3979ff04ec8f0d395355298dc39e21b	48332788;531599218;536296363			
SRR5168144	PRJNA360958	SRP096571	SRX2485043	SAMN06217801	SRS1915323	GSM2453282_r3	GSM2453282	GSM2453282	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168144/SRR5168144.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168144/SRR5168144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168144/SRR5168144_2.fastq.gz	69d7c28e3d0f585ca000b07a68cf8b98;5d770fd9c69a7bf5217c16898b6a0980;05fc709ab6f0442f3cd341fcb7b79233	60383331;731318940;747141025			
SRR5168155	PRJNA360958	SRP096571	SRX2485044	SAMN06217800	SRS1915324	GSM2453283_r6	GSM2453283	GSM2453283	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168155/SRR5168155.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168155/SRR5168155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/005/SRR5168155/SRR5168155_2.fastq.gz	178b83f85edbafdc03b240dfcb9dc84b;07154a5fd1b4dd35d9c573164a65228d;55b5ba7e3ba552145fb616edbb4c8986	39067454;692316162;700491420			
SRR5168164	PRJNA360958	SRP096571	SRX2485045	SAMN06219555	SRS1916826	GSM2453284_r7	GSM2453284	GSM2453284	Mus musculus	Hi-C	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168164/SRR5168164.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168164/SRR5168164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/004/SRR5168164/SRR5168164_2.fastq.gz	c68ed1debf8801a3dd2a34353601cff5;2172636ed599a0da6f04b3c901767c0f;4e383d6931c3a140f113a45f8e7e55eb	58237175;700243428;725613350			
SRR5168166	PRJNA360958	SRP096571	SRX2485046	SAMN06217799	SRS1915325	GSM2453285_r1	GSM2453285	GSM2453285	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR516/006/SRR5168166/SRR5168166.fastq.gz	fd1d64827ea3d1d3148ef5460321e156	1228617310			
