run_accession	study_accession	secondary_study_accession	experiment_accession	sample_accession	secondary_sample_accession	run_alias	experiment_alias	sample_alias	scientific_name	library_strategy	library_layout	instrument_platform	instrument_model	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp	submitted_md5	submitted_bytes
SRR9870529	PRJNA557678	SRP216929	SRX6623265	SAMN12400277	SRS5181020	GSM3992968_r1	GSM3992968	GSM3992968	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9870529/SRR9870529.fastq.gz	db58b60839056b65d35ae3bbff3109e7	10589290			
SRR9870530	PRJNA557678	SRP216929	SRX6623266	SAMN12400276	SRS5181021	GSM3992969_r1	GSM3992969	GSM3992969	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9870530/SRR9870530.fastq.gz	b32aa869f768898d392ac52c68e009fe	14777174			
SRR9870531	PRJNA557678	SRP216929	SRX6623267	SAMN12400269	SRS5181022	GSM3992970_r1	GSM3992970	GSM3992970	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9870531/SRR9870531.fastq.gz	e7a9a2b28b0959ff625c369acd2159c0	12388834			
SRR9870540	PRJNA557678	SRP216929	SRX6623276	SAMN12400306	SRS5181031	GSM3992979_r1	GSM3992979	GSM3992979	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9870540/SRR9870540.fastq.gz	9fe704596cff7bec9a19326a52b06218	15978583			
SRR9870543	PRJNA557678	SRP216929	SRX6623279	SAMN12400302	SRS5181034	GSM3992982_r1	GSM3992982	GSM3992982	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9870543/SRR9870543.fastq.gz	b6f669334da101429f588350c1427235	18499806			
SRR9870545	PRJNA557678	SRP216929	SRX6623281	SAMN12400300	SRS5181035	GSM3992984_r1	GSM3992984	GSM3992984	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9870545/SRR9870545.fastq.gz	7cb31de5c158c23270df70c49e18bdc8	67747899			
SRR9870546	PRJNA557678	SRP216929	SRX6623282	SAMN12400299	SRS5181037	GSM3992985_r1	GSM3992985	GSM3992985	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/006/SRR9870546/SRR9870546.fastq.gz	e038a1cafd30aa2202321e2089314926	53793599			
SRR12623452	PRJNA557678	SRP216929	SRX9106183	SAMN16099996	SRS7349600	GSM4775354_r1	GSM4775354	GSM4775354	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/052/SRR12623452/SRR12623452.fastq.gz	4e4ffc1988abcb4e2ea041652079d79b	704915719			
SRR12623454	PRJNA557678	SRP216929	SRX9106185	SAMN16099994	SRS7349601	GSM4775356_r1	GSM4775356	GSM4775356	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/054/SRR12623454/SRR12623454.fastq.gz	ba0661867568a587b3178413cfada749	677595216			
SRR12623456	PRJNA557678	SRP216929	SRX9106187	SAMN16099992	SRS7349604	GSM4775358_r1	GSM4775358	GSM4775358	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/056/SRR12623456/SRR12623456.fastq.gz	8f63cdd94f869ff8c8e5590602d2520f	668510335			
SRR12623457	PRJNA557678	SRP216929	SRX9106188	SAMN16099991	SRS7349605	GSM4775359_r1	GSM4775359	GSM4775359	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/057/SRR12623457/SRR12623457.fastq.gz	e0dc550a28ba4a033d65627be8f59138	583319112			
SRR12623458	PRJNA557678	SRP216929	SRX9106189	SAMN16099990	SRS7349607	GSM4775360_r1	GSM4775360	GSM4775360	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/058/SRR12623458/SRR12623458.fastq.gz	6d44d3ed8919b9ef7791ada0820c2bed	664482812			
SRR12623460	PRJNA557678	SRP216929	SRX9106191	SAMN16099988	SRS7349608	GSM4775362_r1	GSM4775362	GSM4775362	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/060/SRR12623460/SRR12623460.fastq.gz	b9ab90e3ae87b42f001291f01683550b	609643660			
SRR12623462	PRJNA557678	SRP216929	SRX9106193	SAMN16099986	SRS7349610	GSM4775364_r1	GSM4775364	GSM4775364	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/062/SRR12623462/SRR12623462.fastq.gz	3e5bb50a9db9ddf9eb3cdaaf992f944d	552535734			
SRR12623463	PRJNA557678	SRP216929	SRX9106194	SAMN16099985	SRS7349613	GSM4775365_r1	GSM4775365	GSM4775365	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/063/SRR12623463/SRR12623463.fastq.gz	ec441a8b4e8c6ccabdfae3b228456c4a	585967431			
SRR12623466	PRJNA557678	SRP216929	SRX9106197	SAMN16099982	SRS7349614	GSM4775368_r1	GSM4775368	GSM4775368	Mus musculus	OTHER	PAIRED	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/066/SRR12623466/SRR12623466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/066/SRR12623466/SRR12623466_2.fastq.gz	cbcf7930c8ba32e92663c2e667d093c7;2bad288f70e1e3d2d46f23bc8a9f184f	766219131;626580099			
SRR12623468	PRJNA557678	SRP216929	SRX9106199	SAMN16099980	SRS7349617	GSM4775370_r1	GSM4775370	GSM4775370	Mus musculus	OTHER	PAIRED	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/068/SRR12623468/SRR12623468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/068/SRR12623468/SRR12623468_2.fastq.gz	c3abc193cc61c014e5af9a80bc2596c6;1028034503400a45568cc8facf6f62f4	1095880379;882288899			
SRR12623469	PRJNA557678	SRP216929	SRX9106200	SAMN16099979	SRS7349616	GSM4775371_r1	GSM4775371	GSM4775371	Mus musculus	OTHER	PAIRED	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/069/SRR12623469/SRR12623469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/069/SRR12623469/SRR12623469_2.fastq.gz	a1208d337ca5cd44721ebe8777a8ef29;51692406c2894dd7c48818c0b1e63b45	1020940909;860940772			
SRR12623470	PRJNA557678	SRP216929	SRX9106201	SAMN16100016	SRS7349618	GSM4775372_r1	GSM4775372	GSM4775372	Mus musculus	ATAC-seq	PAIRED	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/070/SRR12623470/SRR12623470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/070/SRR12623470/SRR12623470_2.fastq.gz	f90778701a80734a97c59f3d93788f79;f316d6696efcdcccc413d68489ca3aad	1224803109;1162312460			
SRR12623471	PRJNA557678	SRP216929	SRX9106202	SAMN16100015	SRS7349619	GSM4775373_r1	GSM4775373	GSM4775373	Mus musculus	ATAC-seq	PAIRED	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/071/SRR12623471/SRR12623471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/071/SRR12623471/SRR12623471_2.fastq.gz	c2c03f930be1a970bc8cde503d0647ad;3e62a5dc18fc9019e2cab1561a3adac4	1587876092;1570596593			
SRR12623474	PRJNA557678	SRP216929	SRX9106205	SAMN16100012	SRS7349620	GSM4775376_r1	GSM4775376	GSM4775376	Mus musculus	ATAC-seq	PAIRED	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/074/SRR12623474/SRR12623474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/074/SRR12623474/SRR12623474_2.fastq.gz	91c49233881c6f378185917b20ab8b2c;f1d0172cad751bfa07df855045e9d9ea	419067800;409871083			
SRR12623475	PRJNA557678	SRP216929	SRX9106206	SAMN16100011	SRS7349623	GSM4775377_r1	GSM4775377	GSM4775377	Mus musculus	ATAC-seq	PAIRED	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/075/SRR12623475/SRR12623475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/075/SRR12623475/SRR12623475_2.fastq.gz	e98aa823dfef753998e79f3d632547f9;54bbc129a3841248b1c692ec5054aeb3	687325649;726078972			
SRR12623479	PRJNA557678	SRP216929	SRX9106210	SAMN16100007	SRS7349627	GSM4775381_r1	GSM4775381	GSM4775381	Mus musculus	OTHER	SINGLE	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/079/SRR12623479/SRR12623479.fastq.gz	d05f1c2282e7d4750eedbf9e144fb132	8633788			
SRR12623481	PRJNA557678	SRP216929	SRX9106212	SAMN16100005	SRS7349629	GSM4775383_r1	GSM4775383	GSM4775383	Mus musculus	OTHER	SINGLE	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/081/SRR12623481/SRR12623481.fastq.gz	9ce35fc2156cf697dba1094ef881dd6c	8362531			
SRR12623483	PRJNA557678	SRP216929	SRX9106214	SAMN16100003	SRS7349631	GSM4775385_r1	GSM4775385	GSM4775385	Mus musculus	OTHER	SINGLE	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/083/SRR12623483/SRR12623483.fastq.gz	053cbe5531cf77af7a80ffc1014376fb	3881728			
SRR12623484	PRJNA557678	SRP216929	SRX9106215	SAMN16100002	SRS7349632	GSM4775386_r1	GSM4775386	GSM4775386	Mus musculus	OTHER	SINGLE	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/084/SRR12623484/SRR12623484.fastq.gz	769af4f61940ce4a9517c728556fc479	4026769			
SRR12623486	PRJNA557678	SRP216929	SRX9106217	SAMN16100000	SRS7349634	GSM4775388_r1	GSM4775388	GSM4775388	Mus musculus	OTHER	SINGLE	ILLUMINA	NextSeq 550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/086/SRR12623486/SRR12623486.fastq.gz	221dd9bec6a70bc77521532dda320a40	2820821			
SRR9870458	PRJNA557678	SRP216929	SRX6623194	SAMN12400237	SRS5180949	GSM3992897_r1	GSM3992897	GSM3992897	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9870458/SRR9870458.fastq.gz	bff42d7ff1c1ee48611c632040459fd7	636868932			
SRR9870459	PRJNA557678	SRP216929	SRX6623195	SAMN12400236	SRS5180950	GSM3992898_r1	GSM3992898	GSM3992898	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9870459/SRR9870459.fastq.gz	834951d8522d0952fd07d9c52542a1a0	571388454			
SRR9870460	PRJNA557678	SRP216929	SRX6623196	SAMN12400235	SRS5180951	GSM3992899_r1	GSM3992899	GSM3992899	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9870460/SRR9870460.fastq.gz	90c73825667c930a7807191f1a854739	731837954			
SRR9870462	PRJNA557678	SRP216929	SRX6623198	SAMN12400233	SRS5180952	GSM3992901_r1	GSM3992901	GSM3992901	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9870462/SRR9870462.fastq.gz	10f939172baa9af59373d12393a26a01	600384230			
SRR9870463	PRJNA557678	SRP216929	SRX6623199	SAMN12400232	SRS5180953	GSM3992902_r1	GSM3992902	GSM3992902	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9870463/SRR9870463.fastq.gz	edf7e9fc3b613e89f7378ee94da194bc	872041820			
SRR9870469	PRJNA557678	SRP216929	SRX6623205	SAMN12400226	SRS5180960	GSM3992908_r1	GSM3992908	GSM3992908	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9870469/SRR9870469.fastq.gz	3903490a0be3aa8107554c16154fc8ca	680689597			
SRR9870471	PRJNA557678	SRP216929	SRX6623207	SAMN12400219	SRS5180962	GSM3992910_r1	GSM3992910	GSM3992910	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9870471/SRR9870471.fastq.gz	3f882219ad8949fc790147f33fca8dcf	643815374			
SRR9870475	PRJNA557678	SRP216929	SRX6623211	SAMN12400222	SRS5180966	GSM3992914_r1	GSM3992914	GSM3992914	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9870475/SRR9870475.fastq.gz	4cb48cb0c28fbe0b7aad8c7e34d005a0	1044278224			
SRR9870477	PRJNA557678	SRP216929	SRX6623213	SAMN12400218	SRS5180968	GSM3992916_r1	GSM3992916	GSM3992916	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9870477/SRR9870477.fastq.gz	c6e9796a58d27cd5ed0b605b5d3cff58	797233377			
SRR9870486	PRJNA557678	SRP216929	SRX6623222	SAMN12400260	SRS5180976	GSM3992925_r1	GSM3992925	GSM3992925	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/006/SRR9870486/SRR9870486.fastq.gz	8a5bc0fddf1647b2a67561a81ec35378	684037047			
SRR9870490	PRJNA557678	SRP216929	SRX6623226	SAMN12400256	SRS5180981	GSM3992929_r1	GSM3992929	GSM3992929	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9870490/SRR9870490.fastq.gz	6cb9c0cbaf163a2fbedd700147358b85	648151570			
SRR9870491	PRJNA557678	SRP216929	SRX6623227	SAMN12400255	SRS5180980	GSM3992930_r1	GSM3992930	GSM3992930	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9870491/SRR9870491.fastq.gz	aa688218de9d2406f68a3fa22d147c2d	547342888			
SRR9870497	PRJNA557678	SRP216929	SRX6623233	SAMN12400249	SRS5180988	GSM3992936_r1	GSM3992936	GSM3992936	Mus musculus	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9870497/SRR9870497.fastq.gz	4a08f9419d1d256972b18b9404f646d7	634540001			
SRR9870507	PRJNA557678	SRP216929	SRX6623243	SAMN12400239	SRS5180997	GSM3992946_r1	GSM3992946	GSM3992946	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/007/SRR9870507/SRR9870507.fastq.gz	08c6409fa6b26d8e09b3d23710f7f64f	948847687			
SRR9870508	PRJNA557678	SRP216929	SRX6623244	SAMN12400238	SRS5180999	GSM3992947_r1	GSM3992947	GSM3992947	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9870508/SRR9870508.fastq.gz	eaa4a0bcb840459fc6308599337bc1db	904240752			
SRR9870509	PRJNA557678	SRP216929	SRX6623245	SAMN12400297	SRS5181000	GSM3992948_r1	GSM3992948	GSM3992948	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/009/SRR9870509/SRR9870509.fastq.gz	7be4f83f7781babad6f28265fd0c1b61	969910792			
SRR9870511	PRJNA557678	SRP216929	SRX6623247	SAMN12400295	SRS5181003	GSM3992950_r1	GSM3992950	GSM3992950	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9870511/SRR9870511.fastq.gz	2e46f6864fe0b901a055ebd59eb92539	921319266			
SRR9870513	PRJNA557678	SRP216929	SRX6623249	SAMN12400293	SRS5181005	GSM3992952_r1	GSM3992952	GSM3992952	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9870513/SRR9870513.fastq.gz	dd773a14b0c3c2c11cc25fe17b3fc8a9	943880548			
SRR9870515	PRJNA557678	SRP216929	SRX6623251	SAMN12400291	SRS5181004	GSM3992954_r1	GSM3992954	GSM3992954	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9870515/SRR9870515.fastq.gz	90f9aa2ca6879ddf69d68371bdc4353f	742875104			
SRR9870518	PRJNA557678	SRP216929	SRX6623254	SAMN12400288	SRS5181009	GSM3992957_r1	GSM3992957	GSM3992957	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9870518/SRR9870518.fastq.gz	e051132d0d562dd139c8438f8ce666cd	984849246			
SRR9870520	PRJNA557678	SRP216929	SRX6623256	SAMN12400286	SRS5181011	GSM3992959_r1	GSM3992959	GSM3992959	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/000/SRR9870520/SRR9870520.fastq.gz	72b1aa22637d5fd3ae81fada4d0477c0	1016364107			
SRR9870521	PRJNA557678	SRP216929	SRX6623257	SAMN12400285	SRS5181012	GSM3992960_r1	GSM3992960	GSM3992960	Mus musculus	RNA-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9870521/SRR9870521.fastq.gz	2ca9bfbbd88d872c82a4084d6898a969	870921754			
SRR9870523	PRJNA557678	SRP216929	SRX6623259	SAMN12400283	SRS5181014	GSM3992962_r1	GSM3992962	GSM3992962	Mus musculus	OTHER	PAIRED	ILLUMINA	HiSeq X Ten	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9870523/SRR9870523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9870523/SRR9870523_2.fastq.gz	38c36741358de27a606afa8d33a733a8;56a44ce62753c1b339d7c479ce2b2c01	19451839140;22598571389			
SRR9870524	PRJNA557678	SRP216929	SRX6623260	SAMN12400282	SRS5181015	GSM3992963_r1	GSM3992963	GSM3992963	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9870524/SRR9870524.fastq.gz	4cd55e2f589cbf7bb769319589e40613	14264953			
SRR9870532	PRJNA557678	SRP216929	SRX6623268	SAMN12400275	SRS5181023	GSM3992971_r1	GSM3992971	GSM3992971	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9870532/SRR9870532.fastq.gz	88f0f89b25323d7a4d2a4068136234d1	22351243			
SRR9870533	PRJNA557678	SRP216929	SRX6623269	SAMN12400274	SRS5181024	GSM3992972_r1	GSM3992972	GSM3992972	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/003/SRR9870533/SRR9870533.fastq.gz	fd20428c5a89df962151b6a761824677	13694576			
SRR9870534	PRJNA557678	SRP216929	SRX6623270	SAMN12400273	SRS5181025	GSM3992973_r1	GSM3992973	GSM3992973	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/004/SRR9870534/SRR9870534.fastq.gz	a49b139476f5a7d861b4cef0606b107f	7725181			
SRR9870535	PRJNA557678	SRP216929	SRX6623271	SAMN12400272	SRS5181026	GSM3992974_r1	GSM3992974	GSM3992974	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/005/SRR9870535/SRR9870535.fastq.gz	e42007aaa435996bb0ee812fc6b7d2a3	15857087			
SRR9870538	PRJNA557678	SRP216929	SRX6623274	SAMN12400268	SRS5181029	GSM3992977_r1	GSM3992977	GSM3992977	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/008/SRR9870538/SRR9870538.fastq.gz	ec5c4eded1520d5266e5b015d257fcaf	18438288			
SRR9870541	PRJNA557678	SRP216929	SRX6623277	SAMN12400304	SRS5181032	GSM3992980_r1	GSM3992980	GSM3992980	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/001/SRR9870541/SRR9870541.fastq.gz	8fb5a6855b2882c7f588c66432d77fbb	16364346			
SRR9870542	PRJNA557678	SRP216929	SRX6623278	SAMN12400303	SRS5181033	GSM3992981_r1	GSM3992981	GSM3992981	Mus musculus	OTHER	SINGLE	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR987/002/SRR9870542/SRR9870542.fastq.gz	2d62452a264294ea754094dec07d81ca	15099492			
